isotype	gene	distance	rsq
Ig	Lambda_Light_Chain	222	0.0011342419716206128
Ig	Lambda_Light_Chain	8	0.007347428400059979
Ig	Lambda_Light_Chain	26	0.001420583717357912
Ig	Lambda_Light_Chain	27	0.02925901543413064
Ig	Lambda_Light_Chain	28	0.007544642857142861
Ig	Lambda_Light_Chain	29	0.010540175323100377
Ig	Lambda_Light_Chain	31	0.0068124946173726665
Ig	Lambda_Light_Chain	33	0.011133885141129476
Ig	Lambda_Light_Chain	34	0.000966183574879227
Ig	Lambda_Light_Chain	36	0.012242417711364154
Ig	Lambda_Light_Chain	37	0.0041347007994831635
Ig	Lambda_Light_Chain	48	0.011932780048722079
Ig	Lambda_Light_Chain	49	0.003238210888484114
Ig	Lambda_Light_Chain	59	0.007444168734491311
Ig	Lambda_Light_Chain	61	0.004093564160169155
Ig	Lambda_Light_Chain	83	0.00028320589068252624
Ig	Lambda_Light_Chain	98	0.00020238818053025675
Ig	Lambda_Light_Chain	99	0.002777777777777778
Ig	Lambda_Light_Chain	103	0.013874555670221307
Ig	Lambda_Light_Chain	113	0.004927257354441818
Ig	Lambda_Light_Chain	141	3.001477927731614e-05
Ig	Lambda_Light_Chain	154	0.0036014405762304913
Ig	Lambda_Light_Chain	155	0.0001998001998002001
Ig	Lambda_Light_Chain	156	0.007765776077351602
Ig	Lambda_Light_Chain	180	0.015967498110355246
Ig	Lambda_Light_Chain	187	0.00015893197711379565
Ig	Lambda_Light_Chain	191	0.0023148148148148147
Ig	Lambda_Light_Chain	193	0.0023148148148148147
Ig	Lambda_Light_Chain	204	0.042579994960947345
Ig	Lambda_Light_Chain	210	0.004295991255497088
Ig	Lambda_Light_Chain	213	0.016364699006428993
Ig	Lambda_Light_Chain	214	0.006523301503835431
Ig	Lambda_Light_Chain	215	0.0015530587978354244
Ig	Lambda_Light_Chain	216	0.01608848667672197
Ig	Lambda_Light_Chain	18	0.019317109979249195
Ig	Lambda_Light_Chain	19	0.03399353841831717
Ig	Lambda_Light_Chain	20	0.0012152777777777782
Ig	Lambda_Light_Chain	21	0.01324195517743905
Ig	Lambda_Light_Chain	23	0.0036610236610236596
Ig	Lambda_Light_Chain	25	0.08207558038431441
Ig	Lambda_Light_Chain	26	0.0009505368773103325
Ig	Lambda_Light_Chain	28	0.009725228797393745
Ig	Lambda_Light_Chain	29	8.680974198215537e-05
Ig	Lambda_Light_Chain	40	0.0013043929607914815
Ig	Lambda_Light_Chain	41	0.0963695493462534
Ig	Lambda_Light_Chain	51	0.07662280980813044
Ig	Lambda_Light_Chain	53	0.026938552471081338
Ig	Lambda_Light_Chain	75	0.0023852739051952072
Ig	Lambda_Light_Chain	90	0.040274428540174864
Ig	Lambda_Light_Chain	91	0.004082321187584345
Ig	Lambda_Light_Chain	95	0.0064398513151975745
Ig	Lambda_Light_Chain	105	0.04563853976219844
Ig	Lambda_Light_Chain	133	0.005532887945426197
Ig	Lambda_Light_Chain	146	0.09846259691460928
Ig	Lambda_Light_Chain	147	0.024792222375612436
Ig	Lambda_Light_Chain	148	0.025234730488208616
Ig	Lambda_Light_Chain	172	0.0035987404408457015
Ig	Lambda_Light_Chain	179	0.029700029700029697
Ig	Lambda_Light_Chain	183	0.023644849302744037
Ig	Lambda_Light_Chain	185	0.023644849302744037
Ig	Lambda_Light_Chain	196	0.007347428400059979
Ig	Lambda_Light_Chain	202	0.027602178633497506
Ig	Lambda_Light_Chain	205	0.0004310344827586207
Ig	Lambda_Light_Chain	206	0.008818767439457097
Ig	Lambda_Light_Chain	207	0.0007058044427920801
Ig	Lambda_Light_Chain	208	0.004472803784730391
Ig	Lambda_Light_Chain	1	0.053959650707618184
Ig	Lambda_Light_Chain	2	0.0023443223443223426
Ig	Lambda_Light_Chain	3	0.016351730529494124
Ig	Lambda_Light_Chain	5	0.045816401881975645
Ig	Lambda_Light_Chain	7	0.0005499485851392011
Ig	Lambda_Light_Chain	8	0.019317109979249195
Ig	Lambda_Light_Chain	10	0.1396763903101574
Ig	Lambda_Light_Chain	11	0.013913043478260868
Ig	Lambda_Light_Chain	22	0.023984983314794213
Ig	Lambda_Light_Chain	23	0.23755665155958408
Ig	Lambda_Light_Chain	33	0.061336270389340114
Ig	Lambda_Light_Chain	35	0.020174843319627968
Ig	Lambda_Light_Chain	57	0.017663088585182316
Ig	Lambda_Light_Chain	72	0.12199438174511487
Ig	Lambda_Light_Chain	73	0.03559031171934398
Ig	Lambda_Light_Chain	77	0.09419108294530641
Ig	Lambda_Light_Chain	87	0.0690086671111339
Ig	Lambda_Light_Chain	115	0.01797216471129514
Ig	Lambda_Light_Chain	128	0.13781687451725724
Ig	Lambda_Light_Chain	129	0.007829344751127764
Ig	Lambda_Light_Chain	130	0.08672566371681416
Ig	Lambda_Light_Chain	154	9.426057813154477e-06
Ig	Lambda_Light_Chain	161	0.02619260204081634
Ig	Lambda_Light_Chain	165	0.013422258518216055
Ig	Lambda_Light_Chain	167	0.013422258518216055
Ig	Lambda_Light_Chain	178	0.0015486943164362509
Ig	Lambda_Light_Chain	184	0.0020690967145116515
Ig	Lambda_Light_Chain	187	0.0021005753642083795
Ig	Lambda_Light_Chain	188	0.010264584548262378
Ig	Lambda_Light_Chain	189	0.002383131742399476
Ig	Lambda_Light_Chain	190	0.0010922140739584958
Ig	Lambda_Light_Chain	1	0.0872300489976756
Ig	Lambda_Light_Chain	2	0.11349840260870889
Ig	Lambda_Light_Chain	4	0.15151515151515152
Ig	Lambda_Light_Chain	6	0.08465608465608465
Ig	Lambda_Light_Chain	7	0.04460224635663234
Ig	Lambda_Light_Chain	9	0.14179779345270394
Ig	Lambda_Light_Chain	10	0.028052194310607646
Ig	Lambda_Light_Chain	21	0.07185152012738218
Ig	Lambda_Light_Chain	22	0.03177910052910052
Ig	Lambda_Light_Chain	32	0.26546372652060257
Ig	Lambda_Light_Chain	34	0.18110841052679327
Ig	Lambda_Light_Chain	56	0.07586980920314253
Ig	Lambda_Light_Chain	71	0.04944150499706054
Ig	Lambda_Light_Chain	72	0.09978134110787171
Ig	Lambda_Light_Chain	76	0.05213868003341689
Ig	Lambda_Light_Chain	86	0.08075614511258075
Ig	Lambda_Light_Chain	114	0.01626606524962927
Ig	Lambda_Light_Chain	127	0.046514332228617956
Ig	Lambda_Light_Chain	128	0.0007464200235284562
Ig	Lambda_Light_Chain	129	0.05591210168277837
Ig	Lambda_Light_Chain	153	0.028041169005024416
Ig	Lambda_Light_Chain	160	0.1042312367548537
Ig	Lambda_Light_Chain	164	0.08133394383394381
Ig	Lambda_Light_Chain	166	0.08133394383394381
Ig	Lambda_Light_Chain	177	0.005284909662789847
Ig	Lambda_Light_Chain	183	0.04861111111111112
Ig	Lambda_Light_Chain	186	0.028179905166002484
Ig	Lambda_Light_Chain	187	0.000551451993765439
Ig	Lambda_Light_Chain	188	0.029928217599022096
Ig	Lambda_Light_Chain	189	0.00011988491048593296
Ig	Lambda_Light_Chain	1	0.04808024416129216
Ig	Lambda_Light_Chain	3	0.029834710743801653
Ig	Lambda_Light_Chain	5	0.11010938602681722
Ig	Lambda_Light_Chain	6	0.09437574790586359
Ig	Lambda_Light_Chain	8	0.018970830392848744
Ig	Lambda_Light_Chain	9	0.0025974025974025974
Ig	Lambda_Light_Chain	20	0.03833836685851046
Ig	Lambda_Light_Chain	21	0.011309523809523808
Ig	Lambda_Light_Chain	31	0.059537553187980354
Ig	Lambda_Light_Chain	33	0.125806433031497
Ig	Lambda_Light_Chain	55	0.0460008212802847
Ig	Lambda_Light_Chain	70	0.0406015037593985
Ig	Lambda_Light_Chain	71	0.05157026397515528
Ig	Lambda_Light_Chain	75	0.11422372420412734
Ig	Lambda_Light_Chain	85	0.09047144889250151
Ig	Lambda_Light_Chain	113	0.020647007809301652
Ig	Lambda_Light_Chain	126	0.02650303364589078
Ig	Lambda_Light_Chain	127	0.000142155142155142
Ig	Lambda_Light_Chain	128	0.02402770680747176
Ig	Lambda_Light_Chain	152	0.008413461538461542
Ig	Lambda_Light_Chain	159	0.02042748932189987
Ig	Lambda_Light_Chain	163	0.04406282132077349
Ig	Lambda_Light_Chain	165	0.04406282132077349
Ig	Lambda_Light_Chain	176	4.617231507987866e-06
Ig	Lambda_Light_Chain	182	0.03772321428571429
Ig	Lambda_Light_Chain	185	0.00276552062266348
Ig	Lambda_Light_Chain	186	0.0029752066115702473
Ig	Lambda_Light_Chain	187	0.0003575003575003574
Ig	Lambda_Light_Chain	188	0.014831157688300546
Ig	Lambda_Light_Chain	2	0.06493604329377037
Ig	Lambda_Light_Chain	4	0.08616799471984121
Ig	Lambda_Light_Chain	5	0.08357162550710938
Ig	Lambda_Light_Chain	7	0.2951004638252622
Ig	Lambda_Light_Chain	8	0.19462053827378903
Ig	Lambda_Light_Chain	19	0.019224151786537667
Ig	Lambda_Light_Chain	20	0.002954894567797793
Ig	Lambda_Light_Chain	30	0.06074616501483492
Ig	Lambda_Light_Chain	32	0.05249025671051911
Ig	Lambda_Light_Chain	54	0.020099188062321704
Ig	Lambda_Light_Chain	69	0.007248397760731727
Ig	Lambda_Light_Chain	70	0.02625318165290115
Ig	Lambda_Light_Chain	74	0.0002855113602846619
Ig	Lambda_Light_Chain	84	0.0031608231221729064
Ig	Lambda_Light_Chain	112	0.009806383513017717
Ig	Lambda_Light_Chain	125	0.005463958582238152
Ig	Lambda_Light_Chain	126	0.024086642151158282
Ig	Lambda_Light_Chain	127	0.05273167415334478
Ig	Lambda_Light_Chain	151	0.08778791755989956
Ig	Lambda_Light_Chain	158	0.07653823014324583
Ig	Lambda_Light_Chain	162	0.1142891303679462
Ig	Lambda_Light_Chain	164	0.1142891303679462
Ig	Lambda_Light_Chain	175	0.0070331725310687435
Ig	Lambda_Light_Chain	181	0.006923495579777297
Ig	Lambda_Light_Chain	184	0.011195700850873265
Ig	Lambda_Light_Chain	185	4.0256484124478145e-05
Ig	Lambda_Light_Chain	186	0.0004829157770334237
Ig	Lambda_Light_Chain	187	0.003577083952468185
Ig	Lambda_Light_Chain	2	0.00010081661457808254
Ig	Lambda_Light_Chain	3	0.01565128777518158
Ig	Lambda_Light_Chain	5	0.1535708655816618
Ig	Lambda_Light_Chain	6	0.00023963575365444533
Ig	Lambda_Light_Chain	17	0.03277401675571012
Ig	Lambda_Light_Chain	18	0.06379747556218146
Ig	Lambda_Light_Chain	28	0.029956829956829963
Ig	Lambda_Light_Chain	30	0.004859804859804861
Ig	Lambda_Light_Chain	52	0.029848942348942354
Ig	Lambda_Light_Chain	67	0.020271726154079097
Ig	Lambda_Light_Chain	68	0.09824590319095813
Ig	Lambda_Light_Chain	72	0.0016815568166919535
Ig	Lambda_Light_Chain	82	0.04776901806604776
Ig	Lambda_Light_Chain	110	0.006013156013156015
Ig	Lambda_Light_Chain	123	0.010835390145734978
Ig	Lambda_Light_Chain	124	0.003749679347765474
Ig	Lambda_Light_Chain	125	0.007822277847309137
Ig	Lambda_Light_Chain	149	0.0005649727871950097
Ig	Lambda_Light_Chain	156	0.05172622319956019
Ig	Lambda_Light_Chain	160	0.03558744588862442
Ig	Lambda_Light_Chain	162	0.03558744588862442
Ig	Lambda_Light_Chain	173	0.02588198524923091
Ig	Lambda_Light_Chain	179	0.06107883950693315
Ig	Lambda_Light_Chain	182	0.03338337547408343
Ig	Lambda_Light_Chain	183	1.462736780516341e-05
Ig	Lambda_Light_Chain	184	0.02286058980684807
Ig	Lambda_Light_Chain	185	0.0001078223800052748
Ig	Lambda_Light_Chain	1	0.08207558038431441
Ig	Lambda_Light_Chain	3	9.628775712829224e-05
Ig	Lambda_Light_Chain	4	0.01807483979249313
Ig	Lambda_Light_Chain	15	0.11131714616326539
Ig	Lambda_Light_Chain	16	1.4207346562077745e-05
Ig	Lambda_Light_Chain	26	0.026832719532617403
Ig	Lambda_Light_Chain	28	0.012387145346472127
Ig	Lambda_Light_Chain	50	0.0009796249601483952
Ig	Lambda_Light_Chain	65	0.027840034370412808
Ig	Lambda_Light_Chain	66	0.008755993804204713
Ig	Lambda_Light_Chain	70	0.004090161372571596
Ig	Lambda_Light_Chain	80	0.02031624747084272
Ig	Lambda_Light_Chain	108	0.004184294407418138
Ig	Lambda_Light_Chain	121	0.0013253470212984974
Ig	Lambda_Light_Chain	122	0.00883385978122542
Ig	Lambda_Light_Chain	123	0.011939885151021888
Ig	Lambda_Light_Chain	147	0.022683823818979168
Ig	Lambda_Light_Chain	154	0.006987906273620561
Ig	Lambda_Light_Chain	158	0.00022158810959784815
Ig	Lambda_Light_Chain	160	0.00022158810959784815
Ig	Lambda_Light_Chain	171	0.003141570600290879
Ig	Lambda_Light_Chain	177	0.005830595036021772
Ig	Lambda_Light_Chain	180	0.01223101326300501
Ig	Lambda_Light_Chain	181	0.0032754808858374224
Ig	Lambda_Light_Chain	182	0.03855890697995962
Ig	Lambda_Light_Chain	183	0.00528143274853801
Ig	Lambda_Light_Chain	2	0.3011054344190007
Ig	Lambda_Light_Chain	3	0.4140186543896193
Ig	Lambda_Light_Chain	14	0.009076955390755013
Ig	Lambda_Light_Chain	15	0.0019165280747604346
Ig	Lambda_Light_Chain	25	0.012090480814183485
Ig	Lambda_Light_Chain	27	0.01016894688154243
Ig	Lambda_Light_Chain	49	0.0023666161821383276
Ig	Lambda_Light_Chain	64	0.009899421873762573
Ig	Lambda_Light_Chain	65	0.005878260869565216
Ig	Lambda_Light_Chain	69	0.008623861443891058
Ig	Lambda_Light_Chain	79	0.02059256385976521
Ig	Lambda_Light_Chain	107	0.03118380361215467
Ig	Lambda_Light_Chain	120	0.013810741687979541
Ig	Lambda_Light_Chain	121	4.907373328426071e-06
Ig	Lambda_Light_Chain	122	0.011577852388724913
Ig	Lambda_Light_Chain	146	0.013043478260869566
Ig	Lambda_Light_Chain	153	0.017838580338580337
Ig	Lambda_Light_Chain	157	0.031565217391304336
Ig	Lambda_Light_Chain	159	0.031565217391304336
Ig	Lambda_Light_Chain	170	0.024154589371980676
Ig	Lambda_Light_Chain	176	0.0005749355932877768
Ig	Lambda_Light_Chain	179	0.06643811121961955
Ig	Lambda_Light_Chain	180	0.0027186728437872763
Ig	Lambda_Light_Chain	181	0.01164767544077889
Ig	Lambda_Light_Chain	182	0.013893835074390628
Ig	Lambda_Light_Chain	1	0.1670726444257096
Ig	Lambda_Light_Chain	12	0.09790315097470258
Ig	Lambda_Light_Chain	13	0.10006935865212578
Ig	Lambda_Light_Chain	23	0.14571034780933437
Ig	Lambda_Light_Chain	25	0.07091575091575093
Ig	Lambda_Light_Chain	47	0.057102347823997306
Ig	Lambda_Light_Chain	62	0.08640703961997169
Ig	Lambda_Light_Chain	63	0.11696317305669297
Ig	Lambda_Light_Chain	67	0.02303044023404848
Ig	Lambda_Light_Chain	77	0.17561186531024237
Ig	Lambda_Light_Chain	105	0.006941730625941151
Ig	Lambda_Light_Chain	118	0.0898332674250715
Ig	Lambda_Light_Chain	119	0.020124223602484476
Ig	Lambda_Light_Chain	120	0.041359450984695616
Ig	Lambda_Light_Chain	144	0.005384424295118623
Ig	Lambda_Light_Chain	151	0.06531886427828157
Ig	Lambda_Light_Chain	155	0.07597452804927034
Ig	Lambda_Light_Chain	157	0.07597452804927034
Ig	Lambda_Light_Chain	168	0.0023385957350000597
Ig	Lambda_Light_Chain	174	0.0498716881504869
Ig	Lambda_Light_Chain	177	0.04891328687614202
Ig	Lambda_Light_Chain	178	0.005295036821585496
Ig	Lambda_Light_Chain	179	0.01600000810527126
Ig	Lambda_Light_Chain	180	0.005631267940266246
Ig	Lambda_Light_Chain	11	0.014395659313200552
Ig	Lambda_Light_Chain	12	0.006870576011429314
Ig	Lambda_Light_Chain	22	0.0004939174974846797
Ig	Lambda_Light_Chain	24	0.003761485030993098
Ig	Lambda_Light_Chain	46	0.0259946949602122
Ig	Lambda_Light_Chain	61	0.0015715306188713548
Ig	Lambda_Light_Chain	62	0.006345994330352663
Ig	Lambda_Light_Chain	66	0.0011034482758620688
Ig	Lambda_Light_Chain	76	0.002967370628688484
Ig	Lambda_Light_Chain	104	0.01135788194611724
Ig	Lambda_Light_Chain	117	0.002744342114656954
Ig	Lambda_Light_Chain	118	4.086302713305002e-05
Ig	Lambda_Light_Chain	119	0.0035818568094525445
Ig	Lambda_Light_Chain	143	0.015172413793103448
Ig	Lambda_Light_Chain	150	0.02201647620700197
Ig	Lambda_Light_Chain	154	0.05387969145400775
Ig	Lambda_Light_Chain	156	0.05387969145400775
Ig	Lambda_Light_Chain	167	1.615117499798102e-05
Ig	Lambda_Light_Chain	173	0.000742705570291777
Ig	Lambda_Light_Chain	176	0.018308688185940468
Ig	Lambda_Light_Chain	177	0.0016404647983595325
Ig	Lambda_Light_Chain	178	0.03118908382066277
Ig	Lambda_Light_Chain	179	0.001138923845092148
Ig	Lambda_Light_Chain	1	0.029003783102143757
Ig	Lambda_Light_Chain	11	0.11701198031978054
Ig	Lambda_Light_Chain	13	0.08737675565547476
Ig	Lambda_Light_Chain	35	0.026415816338611942
Ig	Lambda_Light_Chain	50	0.01384159165104758
Ig	Lambda_Light_Chain	51	0.16187290969899668
Ig	Lambda_Light_Chain	55	0.001077244447819221
Ig	Lambda_Light_Chain	65	0.11992519843933945
Ig	Lambda_Light_Chain	93	0.004572825572355306
Ig	Lambda_Light_Chain	106	0.0008816607282080427
Ig	Lambda_Light_Chain	107	0.0372826407309166
Ig	Lambda_Light_Chain	108	0.0048371274163739675
Ig	Lambda_Light_Chain	132	0.015855320203146287
Ig	Lambda_Light_Chain	139	0.0017938195345027664
Ig	Lambda_Light_Chain	143	3.0967422271769916e-05
Ig	Lambda_Light_Chain	145	3.096742227176991e-05
Ig	Lambda_Light_Chain	156	0.030100334448160532
Ig	Lambda_Light_Chain	162	0.06568757751951329
Ig	Lambda_Light_Chain	165	0.024264412195446675
Ig	Lambda_Light_Chain	166	0.0065158803470877855
Ig	Lambda_Light_Chain	167	0.013739947101903082
Ig	Lambda_Light_Chain	168	0.0002029069963852576
Ig	Lambda_Light_Chain	10	0.0911741176151541
Ig	Lambda_Light_Chain	12	0.0017126313169539135
Ig	Lambda_Light_Chain	34	0.00014908288234471789
Ig	Lambda_Light_Chain	49	0.13138974323243782
Ig	Lambda_Light_Chain	50	0.033196721311475406
Ig	Lambda_Light_Chain	54	0.0602295946659749
Ig	Lambda_Light_Chain	64	0.02462863946231764
Ig	Lambda_Light_Chain	92	0.0011507905430687168
Ig	Lambda_Light_Chain	105	0.24604450158934255
Ig	Lambda_Light_Chain	106	0.011781479412333406
Ig	Lambda_Light_Chain	107	0.15234048481471163
Ig	Lambda_Light_Chain	131	0.0061475409836065555
Ig	Lambda_Light_Chain	138	0.02905842910827956
Ig	Lambda_Light_Chain	142	0.025652701882210072
Ig	Lambda_Light_Chain	144	0.025652701882210072
Ig	Lambda_Light_Chain	155	0.00020238818053025672
Ig	Lambda_Light_Chain	161	0.0501771278575176
Ig	Lambda_Light_Chain	164	1.763823970367756e-05
Ig	Lambda_Light_Chain	165	0.01568051201671892
Ig	Lambda_Light_Chain	166	0.005816766361717101
Ig	Lambda_Light_Chain	167	0.0005656108597285068
Ig	Lambda_Light_Chain	2	0.6344670406732118
Ig	Lambda_Light_Chain	24	0.04680486833034316
Ig	Lambda_Light_Chain	39	0.1189635716341163
Ig	Lambda_Light_Chain	40	0.26873449131513644
Ig	Lambda_Light_Chain	44	0.15490631409936312
Ig	Lambda_Light_Chain	54	0.22713602325252813
Ig	Lambda_Light_Chain	82	0.016624284526514422
Ig	Lambda_Light_Chain	95	0.12275580207269013
Ig	Lambda_Light_Chain	96	0.004319392717879481
Ig	Lambda_Light_Chain	97	0.11383140710416617
Ig	Lambda_Light_Chain	121	0.015198511166253106
Ig	Lambda_Light_Chain	128	0.07389010989010991
Ig	Lambda_Light_Chain	132	0.04840432864626412
Ig	Lambda_Light_Chain	134	0.04840432864626412
Ig	Lambda_Light_Chain	145	0.018013050271114786
Ig	Lambda_Light_Chain	151	0.062130112011662686
Ig	Lambda_Light_Chain	154	1.8148820326678994e-05
Ig	Lambda_Light_Chain	155	0.0008342549069205115
Ig	Lambda_Light_Chain	156	0.005864414731409806
Ig	Lambda_Light_Chain	157	0.009523987807886113
Ig	Lambda_Light_Chain	22	0.06727313105725921
Ig	Lambda_Light_Chain	37	0.007513109396887043
Ig	Lambda_Light_Chain	38	0.12380605313075249
Ig	Lambda_Light_Chain	42	0.044049559905111696
Ig	Lambda_Light_Chain	52	0.13026491692759312
Ig	Lambda_Light_Chain	80	0.016806722689075633
Ig	Lambda_Light_Chain	93	0.043281991609419125
Ig	Lambda_Light_Chain	94	0.0031347962382445144
Ig	Lambda_Light_Chain	95	0.03607503607503608
Ig	Lambda_Light_Chain	119	0.011199396502356724
Ig	Lambda_Light_Chain	126	0.05640471731763866
Ig	Lambda_Light_Chain	130	0.037269952419427245
Ig	Lambda_Light_Chain	132	0.037269952419427245
Ig	Lambda_Light_Chain	143	0.02723880005286111
Ig	Lambda_Light_Chain	149	0.06793232231779085
Ig	Lambda_Light_Chain	152	0.005450089877541849
Ig	Lambda_Light_Chain	153	0.00026523570947011374
Ig	Lambda_Light_Chain	154	0.012246376811594208
Ig	Lambda_Light_Chain	155	0.005892402635891361
Ig	Lambda_Light_Chain	15	0.00780441151208732
Ig	Lambda_Light_Chain	16	0.127131124327386
Ig	Lambda_Light_Chain	20	2.6303952694972256e-06
Ig	Lambda_Light_Chain	30	0.0771634615205979
Ig	Lambda_Light_Chain	58	0.008244361975449616
Ig	Lambda_Light_Chain	71	5.553056680049535e-06
Ig	Lambda_Light_Chain	72	0.003209737343528083
Ig	Lambda_Light_Chain	73	0.008897196054034832
Ig	Lambda_Light_Chain	97	0.009251392428962522
Ig	Lambda_Light_Chain	104	0.00534453139912197
Ig	Lambda_Light_Chain	108	0.005310110450297367
Ig	Lambda_Light_Chain	110	0.005310110450297367
Ig	Lambda_Light_Chain	121	0.022939677145284623
Ig	Lambda_Light_Chain	127	0.0010782038954124727
Ig	Lambda_Light_Chain	130	0.0028735632183908046
Ig	Lambda_Light_Chain	131	0.007929870024250312
Ig	Lambda_Light_Chain	132	0.00018472906403940834
