isotype	gene	distance	rsq
Ig	1s-26	82	0.04979674796747968
Ig	1s-26	83	0.08111174134997165
Ig	1s-26	87	0.03887861764915025
Ig	1s-26	89	0.051712415008813906
Ig	1s-26	91	0.02444785502276791
Ig	1s-26	93	0.07192633150821305
Ig	1s-26	117	0.07588075880758807
Ig	1s-26	129	0.7321428571428572
Ig	1s-26	140	0.01838649155722326
Ig	1s-26	145	0.10675381263616558
Ig	1s-26	146	0.3290276974487501
Ig	1s-26	147	0.4984802431610942
Ig	1s-26	149	0.001343764930721451
Ig	1s-26	151	2.8351421540275273e-06
Ig	1s-26	152	0.15089285714285713
Ig	1s-26	155	0.49848024316109424
Ig	1s-26	162	0.04979674796747968
Ig	1s-26	179	0.07588075880758807
Ig	1s-26	183	0.06680805938494168
Ig	1s-26	184	0.06680805938494168
Ig	1s-26	214	0.2074776785714286
Ig	1s-26	215	0.1895759165277988
Ig	1s-26	1	0.5822050290135398
Ig	1s-26	5	0.01785714285714286
Ig	1s-26	7	0.10555555555555556
Ig	1s-26	9	0.14062500000000003
Ig	1s-26	11	0.08333333333333334
Ig	1s-26	35	0.65625
Ig	1s-26	47	0.036458333333333336
Ig	1s-26	58	0.02978723404255319
Ig	1s-26	63	0.17945845004668534
Ig	1s-26	64	0.060068649885583525
Ig	1s-26	65	0.02482269503546099
Ig	1s-26	67	0.02315689981096409
Ig	1s-26	69	0.03076745572370824
Ig	1s-26	70	0.07446808510638298
Ig	1s-26	73	0.024822695035460994
Ig	1s-26	80	0.6994136196145125
Ig	1s-26	97	0.6562500000000001
Ig	1s-26	101	0.5124870600414079
Ig	1s-26	102	0.5124870600414079
Ig	1s-26	132	0.1023936170212766
Ig	1s-26	133	0.10481770833333333
Ig	1s-26	4	0.026103464641670623
Ig	1s-26	6	0.1623931623931624
Ig	1s-26	8	0.1563088074715982
Ig	1s-26	10	0.08567342370351948
Ig	1s-26	34	0.3451085911973861
Ig	1s-26	46	0.058139534883720936
Ig	1s-26	57	0.011565875202238837
Ig	1s-26	62	0.044628099173553724
